City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Zvishavane,ZW,-20.3267,30.0665,20.41,39,0,1.12,clear sky
343,Homer,US,59.6425,-151.5483,13.94,67,75,2.57,broken clouds
344,Ardabil,IR,38.2498,48.2933,15.35,56,0,0.74,clear sky
345,Owando,CG,-0.4819,15.8999,21.79,95,95,0.79,light rain
346,La Gomera,GT,14.0833,-91.05,28.84,88,81,2.13,broken clouds
347,Tarbes,FR,43.25,0.1667,16.26,88,100,2.06,overcast clouds
348,Creemore,CA,44.327,-80.1075,16.7,73,36,2.04,scattered clouds
349,Zarubino,RU,42.63,131.0922,7.59,49,1,3.11,clear sky
350,Katobu,ID,-4.9408,122.5276,27.07,81,100,1.03,overcast clouds
351,Ancud,CL,-41.8697,-73.8203,9.59,95,100,12.22,moderate rain
352,Bereda,ES,43.2686,-7.5406,15.79,100,100,3.31,overcast clouds
353,Aklavik,CA,68.2191,-135.0107,1.5,87,100,7.41,overcast clouds
354,Caldas Da Rainha,PT,39.4033,-9.1384,17.04,93,4,3.13,clear sky
355,Turka,UA,49.1541,23.0297,9.33,84,100,3.85,overcast clouds
356,Nishihara,JP,26.1842,127.7558,27.6,74,40,5.66,scattered clouds
357,Sao Sebastiao,BR,-23.76,-45.4097,20.11,95,91,3.78,overcast clouds
358,Sakakah,SA,29.9697,40.2064,26.14,18,15,2.7,few clouds
359,Mehriz,IR,31.5917,54.4318,17.28,21,0,0.95,clear sky
360,Concepcion De Buenos Aires,MX,19.9667,-103.2667,14.99,90,64,0.5,broken clouds
361,Serenje,ZM,-13.2325,30.2352,18.29,33,13,2.8,few clouds
362,Sola,VU,-13.8833,167.55,26.97,76,60,6.32,broken clouds
363,Kotelnikovo,RU,47.6317,43.1461,10.83,68,18,3.14,few clouds
364,Bilibino,RU,68.0546,166.4372,-4.3,86,100,2.1,overcast clouds
365,Leesburg,US,39.1157,-77.5636,17.67,83,100,2.68,overcast clouds
366,Hobyo,SO,5.3505,48.5268,24.91,87,54,7.12,broken clouds
367,Bonthe,SL,7.5264,-12.505,24.91,90,100,1.33,moderate rain
368,Ilorin,NG,8.5,4.55,22.96,90,100,1.11,moderate rain
369,Cherskiy,RU,68.75,161.3,-2.38,95,100,4.57,snow
370,Lypova Dolyna,UA,50.5643,33.7979,8.63,91,100,3.01,overcast clouds
371,Praia,CV,14.9215,-23.5087,26.94,82,24,3.42,few clouds
372,Bridlington,GB,54.0831,-0.1919,10.16,73,25,10.23,scattered clouds
373,Richards Bay,ZA,-28.783,32.0377,21.12,93,45,3.9,scattered clouds
374,Warrington,GB,53.3925,-2.5802,11.92,84,0,6.17,clear sky
375,Calama,CL,-22.4667,-68.9333,13.27,7,0,5.14,clear sky
376,Shingu,JP,33.7333,135.9833,19.53,68,98,2.14,overcast clouds
377,Meadow Lake,US,34.8014,-106.5436,14.71,90,99,3.36,light rain
378,Sur,OM,22.5667,59.5289,27.47,57,0,3.32,clear sky
379,Batticaloa,LK,7.7102,81.6924,25.7,79,99,1.54,overcast clouds
380,Ozerki,RU,57.6167,39.8833,6.01,93,100,3.0,overcast clouds
381,Awjilah,LY,29.1081,21.2869,23.44,44,7,4.92,clear sky
382,Ketchikan,US,55.3422,-131.6461,14.26,100,100,6.17,light rain
383,Eureka,US,40.8021,-124.1637,18.44,78,23,0.89,few clouds
384,Port Moresby,PG,-9.4431,147.1797,29.27,68,65,2.4,broken clouds
385,Chumikan,RU,54.7183,135.315,0.9,57,33,9.16,scattered clouds
386,Pallasovka,RU,50.05,46.8833,11.03,69,86,3.45,overcast clouds
387,Tezu,IN,27.9167,96.1667,22.64,98,100,1.34,overcast clouds
388,Palapye,BW,-22.546,27.1251,21.34,40,0,3.26,clear sky
389,Riyadh,SA,24.6877,46.7219,26.31,15,0,1.61,clear sky
390,Usinsk,RU,65.9939,57.5281,5.33,90,100,4.35,overcast clouds
391,Kanniyakumari,IN,8.0833,77.5667,25.45,83,100,6.99,overcast clouds
392,Kralendijk,BQ,12.15,-68.2667,27.99,83,0,3.09,clear sky
393,Maningrida,AU,-12.0667,134.2667,30.3,56,76,3.83,broken clouds
394,Cristalina,BR,-16.7686,-47.6136,19.14,74,81,1.42,broken clouds
395,Malkangiri,IN,18.35,81.9,23.29,94,100,1.19,overcast clouds
396,Carutapera,BR,-1.195,-46.02,26.41,79,8,4.61,clear sky
397,Russell,US,32.3502,-85.1999,23.78,72,0,0.0,clear sky
398,Lucapa,AO,-8.4192,20.7447,19.57,89,100,0.98,overcast clouds
399,Jiuquan,CN,39.7432,98.5174,5.02,38,0,0.72,clear sky
400,Sembe,CG,1.6481,14.5806,20.65,98,81,1.04,broken clouds
401,Nsukka,NG,6.8561,7.3927,20.74,97,98,1.42,light rain
402,Menongue,AO,-14.6585,17.691,18.58,23,65,2.31,broken clouds
403,Belaya Gora,RU,68.5333,146.4167,-6.33,87,99,5.93,light snow
404,Makakilo City,US,21.3469,-158.0858,29.2,61,75,4.12,broken clouds
405,Khalkhal,IR,37.6189,48.5258,12.51,48,0,1.42,clear sky
406,Laguna,US,38.421,-121.4238,34.05,33,0,3.6,clear sky
407,Santarem,BR,-2.4431,-54.7083,29.82,45,56,1.22,broken clouds
408,Aleksin,RU,54.51,37.08,8.46,96,100,3.56,overcast clouds
409,Pitimbu,BR,-7.4706,-34.8086,25.14,85,7,4.65,clear sky
410,Grand-Santi,GF,4.25,-54.3833,27.53,61,37,2.62,scattered clouds
411,Gladstone,AU,-23.85,151.25,23.96,57,40,5.66,scattered clouds
412,Mount Prospect,US,42.0664,-87.9373,21.62,45,0,1.54,clear sky
413,Rio Gallegos,AR,-51.6226,-69.2181,8.8,53,98,4.67,overcast clouds
414,Villers-Le-Bouillet,BE,50.5771,5.2595,13.8,82,20,6.17,few clouds
415,Abengourou,CI,6.7297,-3.4964,21.27,99,93,0.79,overcast clouds
416,Beyneu,KZ,45.3167,55.2,12.16,40,68,5.77,broken clouds
417,Mahibadhoo,MV,3.7833,72.9667,27.15,78,100,8.33,overcast clouds
418,Kamenka,RU,51.3223,42.7678,8.11,85,85,4.97,overcast clouds
419,Komsomolskiy,UZ,40.4272,71.7189,11.4,37,73,3.09,broken clouds
420,Wanning,CN,18.8003,110.3967,26.99,86,37,3.44,scattered clouds
421,Prescott,US,34.54,-112.4685,25.67,30,20,5.14,few clouds
422,Yulara,AU,-25.2406,130.9889,24.97,19,0,1.7,clear sky
423,Payakumbuh,ID,-0.2202,100.6308,22.3,90,100,0.94,overcast clouds
424,Guane,CU,22.2025,-84.0875,24.78,70,49,1.19,scattered clouds
425,Neyshabur,IR,36.2133,58.7958,14.52,20,0,0.96,clear sky
426,Farah,AF,32.5,62.5,15.94,19,0,1.92,clear sky
427,Lagoa,PT,39.05,-27.9833,20.6,84,100,7.35,light rain
428,Puerto Quijarro,BO,-17.7833,-57.7667,28.98,50,44,1.56,scattered clouds
429,Buzmeyin,TM,38.0507,58.2056,17.07,15,0,2.88,clear sky
430,Sechura,PE,-5.5569,-80.8222,17.78,76,10,8.47,clear sky
431,Sistranda,NO,63.7256,8.834,10.98,78,30,14.06,light rain
432,Kampot,KH,10.6167,104.1833,26.03,90,100,2.81,overcast clouds
433,Nador,MA,35.174,-2.9287,21.14,94,0,2.06,clear sky
434,Ossora,RU,59.2353,163.0719,5.47,57,8,14.54,clear sky
435,Charters Towers,AU,-20.1,146.2667,26.42,52,1,5.19,clear sky
436,Labytnangi,RU,66.6572,66.4183,2.83,94,100,2.42,light rain
437,Sharjah,AE,25.3573,55.4033,28.99,83,20,2.57,haze
438,Trelew,AR,-43.249,-65.3051,21.3,18,41,10.06,scattered clouds
439,Kem,RU,64.9555,34.5793,7.14,92,64,4.54,broken clouds
440,Egvekinot,RU,66.3167,-179.1667,1.78,99,100,5.98,snow
441,Atasu,KZ,48.6814,71.6433,6.76,41,13,2.7,few clouds
442,Lata,PT,40.1629,-8.3327,14.4,84,33,0.9,scattered clouds
443,Baykit,RU,61.67,96.37,-1.94,98,99,1.49,overcast clouds
444,Pontiac,US,42.6389,-83.2911,19.95,58,75,0.0,broken clouds
445,Maketu,NZ,-37.7667,176.45,15.01,58,37,4.54,scattered clouds
446,Tarauaca,BR,-8.1614,-70.7656,26.73,66,33,0.87,scattered clouds
447,Conceicao Da Barra,BR,-18.5933,-39.7322,23.79,85,82,2.67,broken clouds
448,Emirdag,TR,39.0197,31.15,10.24,81,81,1.72,broken clouds
449,Dongsheng,CN,39.8161,109.9776,5.08,33,67,3.02,broken clouds
450,Adrar,MR,20.5022,-10.0711,32.88,14,3,7.25,clear sky
451,Slupsk,PL,54.4641,17.0287,12.47,72,18,6.05,few clouds
452,Izazi,TZ,-7.2,35.7333,20.95,51,16,1.58,few clouds
453,Coatzintla,MX,20.4833,-97.45,22.32,94,100,0.0,light intensity drizzle
454,Union,US,40.6334,-74.2663,15.93,94,75,2.06,broken clouds
455,College,US,64.8569,-147.8028,8.1,69,40,0.0,scattered clouds
456,Serebryansk,KZ,49.6925,83.2892,2.83,59,43,2.03,scattered clouds
457,Ayan,RU,56.45,138.1667,0.94,48,89,8.37,overcast clouds
458,Gerede,TR,40.8008,32.1969,6.17,96,99,0.74,overcast clouds
459,Touros,BR,-5.1989,-35.4608,25.19,85,0,5.45,clear sky
460,Port Shepstone,ZA,-30.7414,30.455,20.07,93,61,4.73,broken clouds
461,Nurota,UZ,40.5614,65.6886,8.8,33,0,4.01,clear sky
462,Berlevag,NO,70.8578,29.0864,5.97,75,100,4.12,overcast clouds
463,Coihaique,CL,-45.5752,-72.0662,3.61,99,85,2.81,moderate rain
464,Jacareacanga,BR,-6.2222,-57.7528,27.86,53,81,1.06,broken clouds
465,Tabou,CI,4.423,-7.3528,24.31,92,96,2.41,overcast clouds
466,Garden City,US,42.3256,-83.331,20.53,54,75,0.0,broken clouds
467,Slave Lake,CA,55.2834,-114.769,10.3,56,99,3.34,overcast clouds
468,Rio Tercero,AR,-32.173,-64.1141,12.11,86,100,3.59,light rain
469,Beppu,JP,33.2736,131.4919,20.27,83,100,0.66,heavy intensity rain
470,Asfi,MA,32.2994,-9.2372,20.1,84,52,4.37,broken clouds
471,Santa Maria,BR,-29.6842,-53.8069,16.95,88,100,3.61,heavy intensity rain
472,Dingle,PH,10.9995,122.6711,27.74,82,100,3.03,overcast clouds
473,Ostersund,SE,63.1792,14.6357,8.25,93,75,6.17,light rain
474,Broken Hill,AU,-31.95,141.4333,23.96,30,0,4.63,clear sky
475,Betafo,MG,-19.8333,46.85,13.22,41,0,2.04,clear sky
476,Narrabri,AU,-30.3167,149.7833,15.85,87,100,0.89,overcast clouds
477,Pecsvarad,HU,46.1603,18.4232,11.88,69,99,2.05,overcast clouds
478,Male,MV,4.1748,73.5089,27.34,78,98,8.49,overcast clouds
479,Locri,IT,38.2414,16.2623,17.03,61,7,2.11,clear sky
480,Guerrero Negro,MX,27.9769,-114.0611,22.98,68,2,5.07,clear sky
481,Sozimskiy,RU,59.7418,52.2482,5.56,89,98,2.65,overcast clouds
482,Tautira,PF,-17.7333,-149.15,24.79,71,29,10.86,scattered clouds
483,Emet,TR,39.343,29.2585,6.82,93,0,2.49,clear sky
484,Aden,YE,12.7794,45.0367,30.03,70,85,0.17,overcast clouds
485,Mecca,SA,21.4267,39.8261,28.68,33,0,2.48,clear sky
486,Anekal,IN,12.7,77.7,20.73,90,100,2.39,overcast clouds
487,Uddevalla,SE,58.3478,11.9424,13.2,96,100,3.58,light rain
488,Bainbridge,US,47.6262,-122.5212,20.44,78,40,0.89,scattered clouds
489,Pierre,US,44.3683,-100.351,22.51,64,0,0.89,clear sky
490,Qaqortoq,GL,60.7167,-46.0333,2.57,85,90,8.04,overcast clouds
491,Abonnema,NG,4.7084,6.7931,23.99,93,94,2.43,moderate rain
492,La Ronge,CA,55.1001,-105.2842,4.14,48,0,3.6,clear sky
493,Brewster,US,41.3973,-73.6171,15.79,96,100,1.66,overcast clouds
494,Abay,KZ,49.6311,72.8539,-3.79,66,23,1.61,few clouds
495,Rincon,US,32.296,-81.2354,19.92,67,20,3.09,few clouds
496,Kanye,BW,-24.9667,25.3327,20.82,37,1,5.35,clear sky
497,Port Augusta,AU,-32.5,137.7667,23.55,41,0,4.13,clear sky
498,Monrovia,LR,6.3005,-10.7969,23.87,86,91,1.87,light rain
499,Lianzhou,CN,24.7811,112.3825,19.52,74,41,2.01,scattered clouds
500,Rantepao,ID,-2.9701,119.8978,22.05,92,100,0.6,overcast clouds
501,Nemuro,JP,43.3236,145.575,11.06,64,100,7.19,overcast clouds
502,Wonosari,ID,-7.9656,110.6036,24.11,85,100,4.47,overcast clouds
503,Deloraine,AU,-41.5333,146.6667,12.86,63,100,0.89,light rain
504,Pontes E Lacerda,BR,-15.2261,-59.3353,27.55,55,47,1.78,scattered clouds
505,Namtsy,RU,62.7161,129.6658,-3.13,81,94,3.4,overcast clouds
506,Bondoukou,CI,8.0333,-2.8,21.5,98,63,1.91,light rain
507,Santa Cruz,BO,-17.8,-63.1667,27.7,69,75,6.17,broken clouds
508,Chilca,PE,-12.5211,-76.7372,15.42,86,65,3.59,broken clouds
509,Praya,CV,14.9215,-23.5087,26.94,82,24,3.42,few clouds
510,Bani Walid,LY,31.7566,13.9942,19.84,72,0,3.58,clear sky
511,Kirovsk,UA,48.6375,38.6428,7.12,81,40,2.7,scattered clouds
512,Karratha,AU,-20.7377,116.8463,25.65,36,6,6.82,clear sky
513,Okakarara,NA,-20.5833,17.4333,19.55,16,48,1.81,scattered clouds
514,Cochabamba,BO,-17.3895,-66.1568,19.86,34,40,3.09,scattered clouds
515,Hambantota,LK,6.1241,81.1185,25.64,82,100,7.46,overcast clouds
516,Mafinga,TZ,-7.25,35.0667,20.26,48,21,2.31,few clouds
517,Luganville,VU,-15.5333,167.1667,26.94,81,71,5.65,broken clouds
518,Te Anau,NZ,-45.4167,167.7167,4.72,77,95,1.09,overcast clouds
519,Halifax,CA,44.6453,-63.5724,15.25,91,100,2.68,overcast clouds
520,Maceio,BR,-9.6658,-35.7353,25.14,85,37,4.77,scattered clouds
521,Cap Malheureux,MU,-19.9842,57.6142,19.7,76,81,1.34,broken clouds
522,Aksarka,RU,66.5606,67.7975,2.78,83,98,4.51,overcast clouds
523,Sarakhs,IR,36.5449,61.1577,11.35,17,0,1.2,clear sky
524,Arawa,PG,-6.2132,155.5367,28.72,76,72,3.42,light rain
525,Manokwari,ID,-0.8667,134.0833,28.34,66,99,1.89,overcast clouds
526,Codrington,AU,-38.2667,141.9667,15.63,85,99,5.59,overcast clouds
527,Denpasar,ID,-8.65,115.2167,25.4,94,40,2.06,scattered clouds
528,Buraydah,SA,26.326,43.975,25.27,17,0,2.45,clear sky
529,Taft,IR,31.7471,54.2088,16.97,20,0,1.03,clear sky
530,Seara,PT,41.1818,-7.8003,18.31,47,63,1.28,broken clouds
531,Arandis,NA,-22.4167,14.9667,12.62,67,2,1.3,clear sky
532,Oron,NG,4.8256,8.2343,23.45,94,98,1.2,moderate rain
533,Akyab,MM,20.15,92.9,25.63,88,30,2.19,scattered clouds
534,Arlit,NE,18.7369,7.3853,32.17,17,7,5.19,clear sky
535,Lobva,RU,59.1854,60.5185,5.97,66,100,2.51,overcast clouds
536,Say,NE,13.1007,2.3689,29.32,55,29,3.4,scattered clouds
537,Panama City,PA,8.9936,-79.5197,27.32,81,100,1.95,overcast clouds
538,Dalvik,IS,65.9702,-18.5286,6.96,97,100,4.76,overcast clouds
539,Nassau,US,40.7507,-73.5829,15.96,89,100,1.79,overcast clouds
540,Mizdah,LY,31.4451,12.9801,16.56,82,0,4.38,clear sky
541,Gizo,SB,-8.103,156.8419,29.04,66,77,3.38,broken clouds
542,Sijunjung,ID,-0.6876,100.9537,23.25,88,99,0.59,overcast clouds
543,Zhangye,CN,38.9342,100.4517,6.92,34,8,2.03,clear sky
544,Takayama,JP,36.1333,137.25,11.75,86,100,2.28,overcast clouds
545,Guna,IN,24.65,77.3167,22.39,95,91,3.97,light rain
546,Hatillo,PR,18.4863,-66.8254,26.17,93,100,6.14,overcast clouds
547,Durazno,UY,-33.4131,-56.5006,15.38,75,76,6.11,broken clouds
548,Sabalgarh,IN,26.25,77.4,23.6,95,79,2.16,broken clouds
549,Mambajao,PH,9.2504,124.7156,28.02,77,95,2.38,overcast clouds
550,Yatou,CN,37.15,122.3833,13.48,52,28,5.98,scattered clouds
551,Puerto Colombia,CO,10.9878,-74.9547,25.05,76,68,3.62,broken clouds
552,Golden,US,39.7555,-105.2211,18.93,47,20,1.54,few clouds
553,Valparaiso,CL,-33.0393,-71.6273,14.15,100,40,2.57,scattered clouds
554,Muisne,EC,0.6,-80.0333,23.91,80,76,3.85,broken clouds
555,Kysyl-Syr,RU,63.8986,122.7617,-2.18,91,100,3.28,light snow
556,Batagay,RU,67.6333,134.6333,-6.9,92,100,1.48,light snow
557,Raymondville,US,26.4815,-97.7831,29.06,55,29,5.51,scattered clouds
558,Kanker,IN,20.2719,81.4931,21.75,96,95,2.27,overcast clouds
559,Kavaratti,IN,10.5669,72.642,27.02,78,78,6.24,broken clouds
560,Tolaga Bay,NZ,-38.3667,178.3,8.93,62,64,6.13,broken clouds
561,Pafos,CY,34.7667,32.4167,19.88,56,20,3.6,few clouds
562,Masuguru,TZ,-11.3667,38.4167,21.13,85,2,1.71,clear sky
563,Johnson City,US,36.3134,-82.3535,14.65,79,0,0.0,clear sky
564,Witbank,ZA,-25.8713,29.2332,18.51,43,0,3.3,clear sky
565,Duku,NG,11.2361,4.9073,23.26,90,100,0.61,light rain
566,Wanaka,NZ,-44.7,169.15,6.17,48,80,2.24,broken clouds
567,Faya,SA,18.3851,42.4509,20.29,31,25,2.62,scattered clouds
568,Itapetinga,BR,-15.2489,-40.2478,22.46,73,23,2.63,few clouds
569,Novyy Urengoy,RU,66.0833,76.6333,-0.26,76,79,1.99,broken clouds
570,Taoudenni,ML,22.6783,-3.9836,34.81,11,2,3.15,clear sky
571,Sept-Iles,CA,50.2001,-66.3821,9.47,92,98,2.06,overcast clouds
572,Marzuq,YE,14.4,46.4667,22.08,56,27,0.23,scattered clouds
573,Hun,LY,29.1268,15.9477,21.16,65,0,3.28,clear sky
574,Hammerfest,NO,70.6634,23.6821,6.25,75,40,2.06,scattered clouds
575,Margate,GB,51.3813,1.3862,11.84,74,4,1.79,clear sky
576,Shimoda,JP,34.6667,138.95,13.39,90,100,8.37,overcast clouds
577,Vestmannaeyjar,IS,63.4427,-20.2734,7.4,70,91,6.03,overcast clouds
578,Punjai Puliyampatti,IN,11.35,77.2,24.58,83,100,1.85,light rain
579,Turtas,RU,58.9417,69.1325,6.75,83,100,1.67,overcast clouds
580,Ouadda,CF,8.0777,22.4007,19.45,92,100,0.38,light rain
581,El Alto,PE,-4.2714,-81.2147,16.81,84,25,7.38,scattered clouds
582,Tateyama,JP,34.9833,139.8667,15.05,94,75,4.63,mist
583,Binga,ZW,-17.6203,27.3414,23.16,37,0,0.82,clear sky
584,Nizwa,OM,22.9333,57.5333,25.39,48,41,0.74,scattered clouds
585,Waverly,US,42.7392,-84.6208,17.84,65,0,0.0,clear sky
586,Guia De Isora,ES,28.2115,-16.7795,22.4,90,88,2.66,overcast clouds
587,Kesinga,IN,20.2,83.2333,23.16,93,81,0.9,broken clouds
588,Mersin,TR,36.862,34.6509,22.1,76,0,1.98,clear sky
589,Bakchar,RU,57.0186,82.0711,3.27,86,100,1.95,overcast clouds
590,Umm Lajj,SA,25.0213,37.2685,29.53,49,0,3.02,clear sky
591,Muriwai Beach,NZ,-36.8167,174.45,12.46,68,91,10.46,overcast clouds
592,Wurzen,DE,51.3667,12.7333,16.46,71,65,6.11,broken clouds
593,Bemidji,US,47.4736,-94.8803,19.05,80,100,5.66,overcast clouds
594,Benguela,AO,-12.5763,13.4055,22.32,81,97,2.99,overcast clouds
595,Mackenzie,CA,55.2999,-123.1698,17.13,51,7,0.66,clear sky
596,Puerto Leguizamo,CO,-0.1934,-74.7819,26.89,68,88,1.22,overcast clouds
597,Teacapan,MX,22.55,-105.75,27.75,75,99,2.86,overcast clouds
598,Okha,RU,53.5739,142.9478,2.49,69,94,9.33,light rain
599,Tulum,MX,20.2167,-87.4667,25.42,64,89,3.81,overcast clouds
600,Guatire,VE,10.4762,-66.5427,26.5,97,93,1.33,light rain
601,Cajati,BR,-24.7361,-48.1228,17.9,98,87,0.6,overcast clouds
602,Uyar,RU,55.81,94.3153,-0.4,91,98,5.61,overcast clouds
603,Mount Isa,AU,-20.7333,139.5,26.87,61,27,5.14,scattered clouds
604,Cilegon,ID,-6.0174,106.0538,26.4,78,73,1.29,light rain
605,Avdiyivka,UA,48.1399,37.7426,8.21,72,54,2.54,broken clouds
606,Acapulco,MX,16.8634,-99.8901,28.9,65,75,3.6,broken clouds
607,Galdar,ES,28.147,-15.6502,22.42,80,99,6.27,overcast clouds
608,Pevek,RU,69.7008,170.3133,-0.48,92,100,4.1,light snow
609,Fukuma,JP,33.7667,130.4667,20.72,75,100,3.14,moderate rain
610,Marsh Harbour,BS,26.5412,-77.0636,26.57,68,48,5.86,scattered clouds
611,Lorsch,DE,49.6547,8.5686,16.23,81,4,1.79,clear sky
612,Pamfila,GR,39.1567,26.5217,17.84,63,20,5.14,few clouds
613,Katima Mulilo,NA,-17.5,24.2667,21.74,26,2,1.99,clear sky
614,Kirksville,US,40.1948,-92.5833,19.47,59,75,1.54,broken clouds
615,Cranendonck,NL,51.2775,5.5837,14.69,87,40,3.6,scattered clouds
616,Arroyohondo,CO,10.2522,-75.0198,25.4,90,100,2.23,overcast clouds
617,Meulaboh,ID,4.1363,96.1285,23.56,91,100,1.83,light rain
618,La Asuncion,VE,11.0333,-63.8628,26.21,86,100,4.64,overcast clouds
619,Shouguang,CN,36.88,118.7375,11.39,50,33,1.3,scattered clouds
620,Tiarei,PF,-17.5333,-149.3333,29.01,73,16,11.82,few clouds
621,Troitskoye,RU,52.9821,84.6757,3.26,95,100,2.71,moderate rain
622,Kimberley,ZA,-28.7323,24.7623,17.83,29,87,2.57,overcast clouds
623,Tyrma,RU,50.0833,132.1667,0.99,47,16,5.16,few clouds
624,Temiscaming,CA,46.7212,-79.0971,16.73,63,57,1.54,broken clouds
625,Hearst,CA,49.6835,-83.6665,11.14,96,99,1.89,overcast clouds
626,Alappuzha,IN,9.49,76.3264,25.0,85,100,2.36,overcast clouds
627,Saint-Pierre,RE,-21.3393,55.4781,19.82,68,0,3.6,clear sky
628,Prince Rupert,CA,54.3161,-130.3201,15.83,85,59,5.66,light rain
629,Hede,CN,33.7681,120.2517,13.31,80,100,2.02,heavy intensity rain
630,Tommot,RU,58.9564,126.2925,-1.01,92,100,5.02,light snow
631,Madingou,CG,-4.1536,13.55,24.06,84,89,1.42,light rain
632,Pochutla,MX,15.7432,-96.4661,28.23,85,41,2.02,scattered clouds
633,Bahia Blanca,AR,-38.7196,-62.2724,14.03,70,100,2.9,overcast clouds
634,Nelson Bay,AU,-32.7167,152.15,18.03,87,100,5.23,overcast clouds
635,Slobodskoy,RU,58.7322,50.1772,6.82,96,100,2.93,overcast clouds
636,Inhambane,MZ,-23.865,35.3833,21.29,92,0,3.38,clear sky
637,Nargana,PA,9.4428,-78.5906,27.25,81,100,2.67,overcast clouds
638,Paamiut,GL,61.994,-49.6678,2.9,83,68,4.07,broken clouds
639,Orbetello,IT,42.4408,11.2196,18.9,79,61,2.13,broken clouds
640,Vanimo,PG,-2.6741,141.3028,27.8,82,100,3.24,overcast clouds
641,Ca Mau,VN,9.1769,105.15,25.4,92,100,2.2,overcast clouds
642,Mugur-Aksy,RU,50.35,90.5,-1.68,84,61,2.79,broken clouds
643,Odweyne,SO,9.4092,45.064,24.35,52,100,4.46,overcast clouds
644,Saint-Prosper,CA,46.2117,-70.4811,11.5,71,3,0.47,clear sky
645,Santa Rosa,PH,14.3122,121.1114,30.05,78,99,4.2,overcast clouds
646,Harper,LR,4.375,-7.7169,24.5,91,99,2.82,overcast clouds
647,Marovoay,MG,-16.1,46.6333,20.44,82,0,1.59,clear sky
648,Luwuk,ID,-0.9516,122.7875,28.37,73,100,0.55,overcast clouds
649,Esso,RU,55.9333,158.7,0.49,79,75,5.27,light snow
